in.county,building_type,in.sqft
G0600710,MFL,853.0
G0600730,SFD,1220.0
G0600850,SFD,885.0
G0600370,SFA,1202.0
G0600730,MFS,333.0
G0600370,MFL,1138.0
G0600010,SFD,1690.0
G0600370,SFA,1675.0
G0600750,MFL,853.0
G0600370,MH,885.0
G0600370,SFD,1690.0
G0600370,SFD,1220.0
G0600370,SFD,1690.0
G0600370,MFL,1623.0
G0600730,SFD,2176.0
G0600730,SFD,1690.0
G0600730,MFL,853.0
G0600370,SFD,3301.0
G0600810,SFD,1690.0
G0600730,MFL,853.0
G0600710,SFD,1220.0
G0600370,MH,1220.0
G0600750,SFA,1675.0
G0600370,SFD,1220.0
G0600010,SFD,1690.0
G0600130,SFD,1220.0
G0600010,SFD,2176.0
G0600370,SFD,2663.0
G0600130,SFD,1690.0
G0600370,SFD,2176.0
G0600850,SFA,1202.0
G0600130,SFD,2176.0
G0600370,MFL,617.0
G0600730,MFL,333.0
G0600810,MFS,617.0
G0600370,SFD,1220.0
G0600130,MFL,853.0
G0600370,SFA,1675.0
G0600650,MFL,853.0
G0600730,SFD,1220.0
G0600370,MFL,1138.0
G0600370,SFD,1690.0
G0600010,MFL,853.0
G0600730,MFL,617.0
G0600370,MFL,853.0
G0600730,SFA,1202.0
G0600850,SFD,1220.0
G0600370,MFL,617.0
G0600010,MFL,2590.0
G0600810,MFS,2590.0
G0600730,MFL,617.0
G0600370,MFS,617.0
G0600710,SFD,1690.0
G0600370,SFD,1220.0
G0600130,SFD,2176.0
G0600730,SFD,1220.0
G0600710,SFD,2176.0
G0600730,SFD,2176.0
G0600370,SFD,2176.0
G0600730,MFL,853.0
G0600370,SFD,1220.0
G0600010,SFD,2176.0
G0600730,MFL,853.0
G0600370,SFD,1690.0
G0600370,SFA,1675.0
G0600010,MFL,853.0
G0600130,SFD,1220.0
G0600710,SFD,2663.0
G0600730,SFD,2663.0
G0600370,SFD,1220.0
G0600710,SFD,3301.0
G0600010,SFD,1220.0
G0600730,MFL,853.0
G0600730,SFD,1690.0
G0600810,SFD,2176.0
G0600130,SFD,2176.0
G0600370,MFL,617.0
G0600370,SFD,1220.0
G0600850,MFL,853.0
G0600650,SFD,328.0
G0600370,MFS,617.0
G0600810,SFA,1675.0
G0600370,SFA,866.0
G0600730,SFD,1690.0
G0600730,SFD,2176.0
G0600370,MFL,1138.0
G0600730,SFA,1675.0
G0600730,MH,1690.0
G0600370,MFL,853.0
G0600130,SFD,2663.0
G0600750,MFS,617.0
G0600370,MFL,853.0
G0600710,SFD,1690.0
G0600730,MFS,853.0
G0600730,SFA,866.0
G0600730,MFL,333.0
G0600850,SFD,1690.0
G0600010,MFL,1138.0
G0600730,MFS,853.0
G0600370,MFL,853.0
G0600130,SFD,1690.0
G0600010,SFD,2176.0
G0600650,SFD,2176.0
G0600130,SFD,1220.0
G0600130,MFL,617.0
G0600750,SFD,1220.0
G0600370,MFL,333.0
G0600850,SFD,2663.0
G0600650,SFD,2663.0
G0600730,MFL,333.0
G0600370,MFL,1138.0
G0600370,SFD,1690.0
G0600650,MFS,1138.0
G0600370,SFD,3301.0
G0600370,MFL,617.0
G0600370,SFA,866.0
G0600370,MFL,1138.0
G0600730,SFD,3301.0
G0600130,SFD,1690.0
G0600370,SFD,2176.0
G0600370,SFD,8194.0
G0600710,SFD,1690.0
G0600750,SFD,1220.0
G0600370,MFL,1138.0
G0600850,MFL,617.0
G0600370,SFD,1220.0
G0600710,MFL,617.0
G0600370,SFD,1690.0
G0600650,SFD,1220.0
G0600370,SFD,1690.0
G0600750,SFA,2152.0
G0600370,SFA,866.0
G0600370,MFL,617.0
G0600750,MFL,617.0
G0600370,MFL,853.0
G0600730,SFD,2663.0
G0600710,MFS,1138.0
G0600850,SFD,1690.0
G0600730,SFD,3301.0
G0600370,SFA,1202.0
G0600010,MFS,853.0
G0600730,SFA,866.0
G0600650,MFS,853.0
G0600850,SFA,1202.0
G0600370,MFS,1138.0
G0600850,MFS,853.0
G0600750,SFA,1202.0
G0600710,MFL,853.0
G0600730,SFA,1202.0
G0600730,MFL,853.0
G0600730,SFD,8194.0
G0600850,MFL,853.0
G0600130,SFD,1690.0
G0600130,SFD,2176.0
G0600370,MFS,617.0
G0600370,SFA,2631.0
G0600370,MFL,853.0
G0600730,SFD,3301.0
G0600850,SFD,1690.0
G0600730,MH,1220.0
G0600370,MFL,1138.0
G0600370,MFL,617.0
G0600370,SFD,1220.0
G0600710,SFD,1220.0
G0600370,SFD,2176.0
G0600370,MFL,853.0
G0600370,SFD,2176.0
G0600730,MFL,333.0
G0600850,SFD,2176.0
G0600850,SFD,1690.0
G0600710,SFD,1690.0
G0600750,SFA,866.0
G0600650,SFD,1690.0
G0600750,MFL,2590.0
G0600730,MFS,333.0
G0600650,MFL,1138.0
G0600370,MFL,853.0
G0600370,SFD,1690.0
G0600370,MFL,1138.0
G0600850,SFD,2663.0
G0600370,SFD,1690.0
G0600010,SFA,1675.0
G0600130,SFD,1220.0
G0600370,MFL,853.0
G0600130,SFD,2176.0
G0600370,MFL,853.0
G0600010,SFD,1220.0
G0600010,SFD,885.0
G0600370,MFL,1138.0
G0600370,SFD,3301.0
G0600370,MFL,333.0
G0600850,SFD,1690.0
G0600730,SFA,866.0
G0600810,MFL,1138.0
G0600010,SFD,2176.0
G0600730,SFD,2663.0
G0600650,SFD,3301.0
G0600730,SFD,1690.0
G0600810,SFD,1220.0
G0600730,MH,1690.0
G0600370,SFD,1220.0
G0600370,SFD,2663.0
G0600370,SFD,2176.0
G0600650,SFD,1690.0
G0600710,SFD,885.0
G0600710,SFD,1690.0
G0600710,SFD,2176.0
G0600130,SFD,1690.0
G0600370,SFD,885.0
G0600370,MFL,617.0
G0600650,SFD,2176.0
G0600370,MFL,853.0
G0600010,SFD,2663.0
G0600650,SFD,2663.0
G0600370,SFD,885.0
G0600370,MFS,853.0
G0600650,MFL,1138.0
G0600730,SFD,1690.0
G0600730,MFS,1138.0
G0600370,MFL,1138.0
G0600370,SFD,3301.0
G0600130,SFD,1690.0
G0600370,MFL,333.0
G0600370,MFL,853.0
G0600010,SFD,1220.0
G0600850,SFD,1690.0
G0600730,MFL,617.0
G0600370,MFL,853.0
G0600730,SFA,1675.0
G0600730,SFA,1675.0
G0600730,SFD,1690.0
G0600730,MFL,853.0
G0600370,MFL,617.0
G0600370,MFL,853.0
G0600370,SFD,2176.0
G0600710,SFD,1690.0
G0600730,MFS,1623.0
G0600370,MFL,1138.0
G0600010,SFD,2176.0
G0600370,SFD,2663.0
G0600370,SFD,2663.0
G0600730,MFL,1138.0
G0600370,MFL,853.0
G0600010,SFD,2176.0
G0600730,SFD,1690.0
G0600710,SFD,1220.0
G0600370,MFS,853.0
G0600370,MFL,1138.0
G0600710,SFD,1690.0
G0600850,MFL,853.0
G0600010,MH,328.0
G0600650,SFD,1690.0
G0600370,MFS,617.0
G0600810,MFL,617.0
G0600710,SFD,1220.0
G0600650,MFL,853.0
G0600370,SFD,8194.0
G0600650,MFL,617.0
G0600750,SFD,1220.0
G0600010,SFD,1690.0
G0600850,SFD,3301.0
G0600370,MFS,617.0
G0600010,MFL,617.0
G0600730,MFL,333.0
G0600750,MFS,1138.0
G0600010,SFD,1220.0
G0600730,MFS,1138.0
G0600370,SFD,1690.0
G0600130,MFL,853.0
G0600370,MFL,1138.0
G0600650,MFL,853.0
G0600370,MFL,853.0
G0600370,SFD,1690.0
G0600370,MFL,1138.0
G0600850,MFL,617.0
G0600370,SFD,1220.0
G0600710,SFD,3301.0
G0600710,MH,885.0
G0600370,MFS,853.0
G0600370,MFS,617.0
G0600010,MFL,853.0
G0600730,SFD,885.0
G0600730,SFA,2152.0
G0600370,SFA,1675.0
G0600370,SFD,1220.0
G0600370,MFL,1138.0
G0600730,MFL,333.0
G0600370,SFD,1690.0
G0600650,MFS,1138.0
G0600370,SFD,8194.0
G0600370,SFD,3301.0
G0600130,SFD,1220.0
G0600010,MFS,1138.0
G0600730,SFD,1220.0
G0600010,SFD,8194.0
G0600370,MFL,617.0
G0600730,SFD,2176.0
G0600130,SFD,2176.0
G0600370,SFD,3301.0
G0600850,SFD,2663.0
G0600850,MFL,853.0
G0600710,MFL,853.0
G0600730,SFD,3301.0
G0600370,MH,1690.0
G0600370,MFL,617.0
G0600710,SFD,1690.0
G0600010,MFL,617.0
G0600730,SFD,1690.0
G0600850,SFD,1220.0
G0600370,MFL,1623.0
G0600730,SFD,1220.0
G0600730,SFD,2176.0
G0600730,SFD,3301.0
G0600370,SFD,1690.0
G0600370,SFD,1220.0
G0600730,MFL,853.0
G0600370,MFL,1138.0
G0600710,SFD,1220.0
G0600010,SFD,2176.0
G0600850,MH,1220.0
G0600810,MFL,853.0
G0600370,MFL,1623.0
G0600850,SFD,1690.0
G0600850,MFL,333.0
G0600850,SFD,885.0
G0600370,MFL,853.0
G0600370,MFS,1138.0
G0600730,SFD,633.0
G0600370,SFA,1675.0
G0600650,MFL,853.0
G0600730,MFL,1138.0
G0600370,MFS,1138.0
G0600370,MFL,617.0
G0600710,SFD,2176.0
G0600710,SFD,3301.0
G0600850,MFL,1138.0
G0600010,MFL,853.0
G0600730,MFL,853.0
G0600370,SFD,2176.0
G0600650,MH,633.0
G0600370,MFL,617.0
G0600370,SFD,2663.0
G0600370,MFL,617.0
G0600370,SFD,2176.0
G0600750,MFS,1623.0
G0600650,SFD,1220.0
G0600730,MFS,853.0
G0600370,SFD,328.0
G0600370,SFD,1690.0
G0600850,MH,1220.0
G0600730,SFD,1690.0
G0600370,MFL,1138.0
G0600730,MFL,853.0
G0600650,MFS,853.0
G0600710,SFD,1220.0
G0600730,MFL,617.0
G0600650,SFD,2663.0
G0600370,SFD,1690.0
G0600370,MFL,617.0
G0600370,SFD,3301.0
G0600130,MFL,617.0
G0600650,SFD,1690.0
G0600370,MFL,853.0
G0600370,MFS,617.0
G0600730,SFD,3301.0
G0600750,MFL,617.0
G0600130,SFD,1690.0
G0600370,SFD,1690.0
G0600010,SFA,1675.0
G0600730,SFD,2176.0
G0600370,MFL,1138.0
G0600710,SFD,8194.0
G0600370,SFD,885.0
G0600010,SFD,3301.0
G0600370,SFA,3241.0
G0600850,MFL,617.0
G0600370,MFL,617.0
G0600710,SFD,2663.0
G0600850,SFA,1675.0
G0600370,SFD,2176.0
G0600370,MH,1690.0
G0600650,MH,1220.0
G0600650,SFD,1220.0
G0600730,SFD,1220.0
G0600370,SFD,1690.0
G0600130,SFD,2176.0
G0600370,SFD,1220.0
G0600370,SFD,1220.0
G0600650,MFL,617.0
G0600370,MH,1690.0
G0600710,SFD,2663.0
G0600730,SFD,2176.0
G0600370,SFA,1675.0
G0600370,MFL,333.0
G0600710,SFD,1220.0
G0600370,MFL,333.0
G0600750,MFL,617.0
G0600130,SFD,3301.0
G0600730,SFD,1220.0
G0600650,SFD,2663.0
G0600370,SFD,8194.0
G0600730,MFL,617.0
G0600370,MFS,617.0
G0600850,MFL,333.0
G0600730,SFD,1690.0
G0600370,MFL,617.0
G0600730,MFL,853.0
G0600730,MFS,853.0
G0600370,MFL,853.0
G0600370,SFD,1690.0
G0600370,SFD,2176.0
G0600370,SFD,885.0
G0600730,SFD,2176.0
G0600850,SFD,3301.0
G0600650,MFL,853.0
G0600370,MFL,333.0
G0600010,SFD,1690.0
G0600370,MFL,1138.0
G0600010,MFL,617.0
G0600370,MFL,1138.0
G0600850,SFD,2663.0
G0600750,MFL,333.0
G0600730,SFD,1690.0
G0600730,SFD,1690.0
G0600010,MFS,853.0
G0600370,SFD,1690.0
G0600370,MFL,853.0
G0600730,SFD,885.0
G0600370,MFL,1138.0
G0600810,SFD,1690.0
G0600370,MFL,617.0
G0600810,MFL,617.0
G0600850,SFD,3301.0
G0600850,SFD,885.0
G0600730,MFL,1138.0
G0600370,MFL,617.0
G0600730,SFD,2663.0
G0600370,MFL,617.0
G0600750,MFL,1138.0
G0600850,SFD,2176.0
G0600730,SFA,1202.0
G0600130,SFD,1690.0
G0600710,SFD,1690.0
G0600370,SFA,1202.0
G0600730,MFS,853.0
G0600370,MFS,333.0
G0600010,SFD,1220.0
G0600010,SFD,2176.0
G0600370,MFL,333.0
G0600370,MFL,1138.0
G0600370,SFD,2663.0
G0600750,MFL,333.0
G0600730,SFD,1690.0
G0600370,MFS,1138.0
G0600370,SFD,2176.0
G0600730,SFA,13414.0
G0600850,SFD,1690.0
G0600850,SFD,1220.0
G0600370,SFA,1675.0
G0600370,MFL,333.0
G0600750,SFD,3301.0
G0600370,MFS,2115.0
G0600850,SFD,1690.0
G0600370,SFD,1220.0
G0600710,SFD,2176.0
G0600010,SFD,2663.0
G0600730,MFL,333.0
G0600370,SFD,3301.0
G0600810,SFD,1690.0
G0600370,SFA,317.0
G0600370,SFD,1690.0
G0600650,MH,1690.0
G0600810,MFL,1623.0
G0600130,SFD,1690.0
G0600370,SFD,1220.0
G0600370,SFD,2176.0
G0600850,SFD,1220.0
G0600650,MH,1220.0
G0600370,SFD,1220.0
G0600850,SFD,1220.0
G0600370,SFD,2176.0
G0600370,SFD,1690.0
G0600650,MFL,617.0
G0600730,SFD,2176.0
G0600370,SFA,1675.0
G0600010,SFD,2663.0
G0600370,SFD,1220.0
G0600130,MH,1690.0
G0600130,SFD,1690.0
G0600370,MFL,333.0
G0600370,SFA,617.0
G0600850,MFL,853.0
G0600370,SFD,1690.0
G0600370,SFD,2176.0
G0600750,SFA,2152.0
G0600010,SFD,2176.0
G0600370,SFD,8194.0
G0600010,SFD,1220.0
G0600710,SFD,1690.0
G0600850,MFL,1138.0
G0600010,MFL,853.0
G0600730,SFD,1220.0
G0600710,SFD,1220.0
G0600710,SFD,2663.0
G0600130,SFD,885.0
G0600370,SFD,1220.0
G0600730,SFA,1202.0
G0600370,SFD,1220.0
G0600730,SFD,1220.0
G0600370,SFD,1220.0
G0600810,MFL,853.0
G0600650,SFD,1220.0
G0600370,MFL,1138.0
G0600750,MFS,1623.0
G0600370,SFD,1690.0
G0600730,SFA,1675.0
G0600370,SFD,1690.0
G0600710,SFD,2176.0
G0600650,MFS,853.0
G0600850,SFD,1690.0
G0600650,MH,885.0
G0600130,SFD,2176.0
G0600370,SFD,885.0
G0600650,SFD,1690.0
G0600370,MFL,853.0
G0600370,MFL,1138.0
G0600130,SFD,2176.0
G0600810,SFA,2631.0
G0600370,SFD,2176.0
G0600370,SFD,1690.0
G0600810,SFD,885.0
G0600650,SFA,1202.0
G0600010,MFL,1138.0
G0600710,SFD,1690.0
G0600370,MFL,617.0
G0600650,SFD,1690.0
G0600750,MFL,853.0
G0600370,SFD,1690.0
G0600130,MFL,1138.0
G0600730,MFL,617.0
G0600650,SFA,1202.0
G0600650,SFD,2176.0
G0600850,SFD,1690.0
G0600010,SFD,3301.0
G0600370,MFL,853.0
G0600750,SFA,2152.0
G0600370,MFL,853.0
G0600730,SFD,1690.0
G0600730,MFL,617.0
G0600730,SFA,1202.0
G0600010,MFL,617.0
G0600650,SFA,1202.0
G0600750,MFS,853.0
G0600370,SFD,1690.0
G0600710,SFD,2176.0
G0600370,SFD,1690.0
G0600750,MFS,1623.0
G0600650,SFA,617.0
G0600370,MFL,853.0
G0600850,SFD,1220.0
G0600730,SFD,1690.0
G0600710,SFD,1220.0
G0600010,SFA,1675.0
G0600650,MFL,853.0
G0600010,SFA,2152.0
G0600370,MFL,1138.0
G0600650,SFD,1220.0
G0600730,SFD,1690.0
G0600370,SFD,3301.0
G0600750,SFD,2176.0
G0600730,MFL,853.0
G0600370,MFL,1623.0
G0600010,MFL,617.0
G0600370,MFL,333.0
G0600650,SFD,885.0
G0600730,SFD,3301.0
G0600130,SFD,2176.0
G0600370,MFL,333.0
G0600370,SFD,2176.0
G0600850,SFD,2176.0
G0600010,MFL,1138.0
G0600370,MFL,333.0
G0600650,MH,885.0
G0600650,MH,885.0
G0600650,MH,1220.0
G0600370,SFD,1690.0
G0600370,SFD,1690.0
G0600370,MFL,617.0
G0600650,SFD,1690.0
G0600710,SFD,2176.0
G0600730,MFS,853.0
G0600370,SFA,317.0
G0600810,SFD,2176.0
G0600370,MFL,1623.0
G0600370,SFD,1690.0
G0600750,MFL,1138.0
G0600710,MFL,853.0
G0600370,SFD,2663.0
G0600650,MFL,333.0
G0600130,SFD,885.0
G0600650,SFD,3301.0
G0600370,SFD,885.0
G0600730,SFA,617.0
G0600370,SFA,617.0
G0600730,SFD,1690.0
G0600370,SFD,885.0
G0600650,SFD,1690.0
G0600650,MH,1690.0
G0600370,SFD,2663.0
G0600370,SFD,8194.0
G0600730,SFD,1220.0
G0600370,SFD,1220.0
G0600750,MFS,1138.0
G0600010,MFL,853.0
G0600370,SFD,1220.0
G0600010,SFD,1220.0
G0600730,SFA,1202.0
G0600130,MH,1690.0
G0600710,SFD,1690.0
G0600370,SFA,617.0
G0600850,SFD,8194.0
G0600370,MFL,853.0
G0600730,SFD,1220.0
G0600710,SFD,1690.0
G0600130,MFL,1138.0
G0600810,SFD,1690.0
G0600650,SFD,1220.0
G0600370,SFD,2663.0
G0600370,SFD,1220.0
G0600710,SFD,1690.0
G0600010,MH,328.0
G0600370,SFD,2663.0
G0600130,MFS,853.0
G0600650,SFD,2176.0
G0600370,MFL,853.0
G0600810,SFA,1675.0
G0600370,SFD,3301.0
G0600730,MFS,1623.0
G0600370,SFD,1220.0
G0600850,SFD,633.0
G0600130,SFD,1220.0
G0600130,MFL,853.0
G0600370,MFL,1138.0
G0600370,SFD,1690.0
G0600370,SFD,2176.0
G0600710,SFD,1220.0
G0600010,SFD,3301.0
G0600730,SFD,3301.0
G0600730,SFD,328.0
G0600710,SFA,13414.0
G0600710,SFD,1690.0
G0600010,SFD,1220.0
G0600370,MFS,1623.0
G0600710,SFA,1202.0
G0600370,SFD,1220.0
G0600370,SFA,2152.0
G0600130,MH,633.0
G0600730,SFD,885.0
G0600010,SFD,1220.0
G0600370,SFD,1220.0
G0600370,SFD,2176.0
G0600750,MFL,617.0
G0600010,SFD,1220.0
G0600370,SFD,1690.0
G0600010,SFD,1220.0
G0600010,SFD,2176.0
G0600710,SFD,2663.0
G0600710,MFL,1138.0
G0600730,SFD,1690.0
G0600850,SFD,1220.0
G0600730,SFD,2663.0
G0600710,MFL,853.0
G0600130,SFD,2176.0
G0600730,MFL,853.0
G0600850,SFA,2152.0
G0600370,SFD,1220.0
G0600010,MFL,853.0
G0600750,MFS,1138.0
G0600810,SFD,1690.0
G0600650,SFD,2176.0
G0600730,SFD,1690.0
G0600850,SFD,1220.0
G0600370,MFL,1138.0
G0600370,MFL,853.0
G0600370,MFL,617.0
G0600650,SFA,2631.0
G0600710,SFD,1690.0
G0600850,MFL,1138.0
G0600750,MFL,1138.0
G0600370,SFD,885.0
G0600370,MFL,853.0
G0600730,SFD,1220.0
G0600850,MFL,617.0
G0600850,SFD,2176.0
G0600650,MFL,1138.0
G0600710,SFD,1220.0
G0600730,SFD,1690.0
G0600370,SFD,2176.0
G0600370,SFD,885.0
G0600730,SFD,2176.0
G0600370,MFL,617.0
G0600810,SFD,1220.0
G0600370,MFL,853.0
G0600010,SFA,1675.0
G0600010,SFD,1690.0
G0600010,MFL,617.0
G0600370,SFD,1220.0
G0600370,MFS,1138.0
G0600730,SFD,885.0
G0600370,MFL,617.0
G0600130,SFD,2663.0
G0600850,SFA,1202.0
G0600130,SFD,1220.0
G0600730,SFA,2631.0
G0600370,SFD,633.0
G0600010,MFL,617.0
G0600370,MFL,853.0
G0600370,MFS,1138.0
G0600010,MFL,853.0
G0600370,SFD,2176.0
G0600710,SFD,2176.0
G0600370,MFS,853.0
G0600370,SFD,885.0
G0600730,SFD,1690.0
G0600130,MFL,617.0
G0600710,SFD,2176.0
G0600650,SFD,2663.0
G0600850,MH,1220.0
G0600370,MFS,1138.0
G0600750,MFL,333.0
G0600850,MH,1690.0
G0600730,SFD,1690.0
G0600370,MFL,617.0
G0600370,MFL,1138.0
G0600370,MH,328.0
G0600710,MFL,853.0
G0600730,SFD,2176.0
G0600130,SFD,1690.0
G0600370,SFD,3301.0
G0600650,SFD,1690.0
G0600370,MFS,1138.0
G0600010,SFD,1690.0
G0600750,MFL,617.0
G0600730,SFD,885.0
G0600850,MFL,853.0
G0600370,MFS,617.0
G0600370,MFL,617.0
G0600650,SFD,3301.0
G0600710,SFD,1690.0
G0600130,MFL,1138.0
G0600370,SFA,617.0
G0600370,SFD,1690.0
G0600370,SFD,3301.0
G0600370,SFA,1202.0
G0600370,MFS,853.0
G0600850,MFL,853.0
G0600370,SFD,2663.0
G0600850,SFD,1690.0
G0600730,MFS,853.0
G0600750,MFS,617.0
G0600710,SFD,2176.0
G0600370,MFS,2590.0
G0600010,SFD,1690.0
G0600730,SFD,1690.0
G0600750,MFL,333.0
G0600370,SFD,1220.0
G0600370,MFL,617.0
G0600370,SFD,328.0
G0600730,SFD,1220.0
G0600370,SFD,8194.0
G0600650,SFD,2663.0
G0600730,SFD,1220.0
G0600370,MFS,1138.0
G0600650,SFD,1220.0
G0600370,MFL,853.0
G0600370,SFA,617.0
G0600010,SFD,1690.0
G0600370,SFD,1690.0
G0600710,MH,1220.0
G0600370,SFD,1690.0
G0600370,SFD,1220.0
G0600370,MFS,333.0
G0600850,MFL,853.0
G0600710,MFL,617.0
G0600650,SFD,3301.0
G0600370,SFD,1690.0
G0600370,MFL,853.0
G0600650,MFL,853.0
G0600850,MH,1220.0
G0600370,SFD,1220.0
G0600730,MH,633.0
G0600370,MFL,617.0
G0600370,SFA,866.0
G0600370,SFD,1690.0
G0600850,SFD,2176.0
G0600130,SFD,8194.0
G0600370,MFL,1138.0
G0600850,MFL,617.0
G0600370,MFS,1138.0
G0600370,SFD,1220.0
G0600850,MFS,617.0
G0600370,SFD,1220.0
G0600730,SFD,1220.0
G0600730,SFD,1220.0
G0600730,SFD,8194.0
G0600710,SFD,1220.0
G0600810,SFD,885.0
G0600370,SFD,2176.0
G0600370,SFD,1220.0
G0600370,MFL,617.0
G0600730,MFL,853.0
G0600850,SFD,2176.0
G0600650,SFD,1220.0
G0600650,MH,2176.0
G0600650,SFD,2176.0
G0600370,SFA,617.0
G0600370,SFD,2176.0
G0600370,MFS,1138.0
G0600750,MFL,1138.0
G0600370,MFL,617.0
G0600750,SFA,866.0
G0600370,SFD,8194.0
G0600370,MFL,853.0
G0600370,MFL,333.0
G0600730,SFD,3301.0
G0600650,SFD,2176.0
G0600850,MFL,617.0
G0600370,SFD,1690.0
G0600710,SFD,1220.0
G0600130,SFD,3301.0
G0600010,MFS,1138.0
G0600710,SFD,2663.0
G0600370,SFD,1220.0
G0600370,SFD,1690.0
G0600730,MFL,333.0
G0600730,MFS,333.0
G0600370,MFS,853.0
G0600010,MFL,617.0
G0600370,MFL,853.0
G0600130,MFL,617.0
G0600650,MFL,617.0
G0600370,SFD,2663.0
G0600810,MFL,1138.0
G0600370,MFL,617.0
G0600370,MFS,853.0
G0600650,MFL,617.0
G0600370,SFD,633.0
G0600370,MFL,617.0
G0600850,MFL,1138.0
G0600370,SFD,1690.0
G0600850,SFD,1220.0
G0600750,MFS,2115.0
G0600650,SFD,885.0
G0600370,MFL,333.0
G0600370,MFL,617.0
G0600650,SFD,1690.0
G0600370,SFD,2663.0
G0600370,MFL,853.0
G0600370,SFA,1202.0
G0600710,SFD,1690.0
G0600370,SFD,3301.0
G0600370,MFL,853.0
G0600750,MFS,1138.0
G0600730,SFD,1690.0
G0600010,MFL,853.0
G0600850,SFD,1690.0
G0600370,SFD,3301.0
G0600010,SFD,2176.0
G0600130,SFD,2176.0
G0600650,MFL,1138.0
G0600650,SFD,2176.0
G0600370,SFD,1690.0
G0600730,MFL,853.0
G0600650,SFA,1675.0
G0600370,SFD,1220.0
G0600370,SFD,1220.0
G0600730,MFS,1138.0
G0600370,MFL,1138.0
G0600750,SFD,1690.0
G0600370,SFD,8194.0
G0600710,SFD,1690.0
G0600130,SFD,1220.0
G0600370,SFD,1220.0
G0600730,MFL,1138.0
G0600650,SFD,2176.0
G0600730,MFL,853.0
G0600730,MH,1220.0
G0600650,MH,1220.0
G0600850,MFL,853.0
G0600650,SFD,3301.0
G0600130,SFA,2152.0
G0600730,SFD,885.0
G0600370,MFL,333.0
G0600730,MFL,853.0
G0600730,MFL,853.0
G0600710,SFD,1690.0
G0600730,SFA,1202.0
G0600370,MFL,1138.0
G0600370,SFD,2663.0
G0600370,MFL,1138.0
G0600370,MH,1220.0
G0600370,MFL,617.0
G0600370,MFL,333.0
G0600850,MFL,853.0
G0600650,SFD,1690.0
G0600730,SFD,885.0
G0600730,MH,1220.0
G0600370,SFD,885.0
G0600130,SFD,3301.0
G0600370,MFS,1138.0
G0600370,MFL,617.0
G0600370,SFD,1220.0
G0600370,SFD,2176.0
G0600370,MFL,617.0
G0600650,SFD,1220.0
G0600370,SFD,1690.0
G0600370,MFL,853.0
G0600850,MH,328.0
G0600370,SFD,1220.0
G0600750,MFS,1138.0
G0600010,SFD,1690.0
G0600370,SFD,2176.0
G0600010,MFL,853.0
G0600010,SFD,2176.0
G0600130,MFL,853.0
G0600370,SFD,1220.0
G0600730,MFL,853.0
G0600650,SFA,2152.0
G0600850,SFD,8194.0
G0600370,SFD,1690.0
G0600650,MFL,853.0
G0600370,SFD,3301.0
G0600370,SFD,8194.0
G0600370,MFS,853.0
G0600370,SFD,1690.0
G0600370,SFD,885.0
G0600370,SFD,885.0
G0600130,SFD,1690.0
G0600130,SFD,1220.0
G0600370,SFD,1690.0
G0600370,SFD,1220.0
G0600370,SFD,1690.0
G0600370,MFL,1138.0
G0600370,SFD,1690.0
G0600370,SFD,1220.0
G0600710,SFD,1690.0
G0600370,SFD,1690.0
G0600370,SFA,1675.0
G0600650,SFD,1220.0
G0600370,MFL,1138.0
G0600750,MFS,2115.0
G0600370,MFL,853.0
G0600370,MFL,853.0
G0600370,MFL,617.0
G0600850,SFA,1202.0
G0600370,SFD,2663.0
G0600370,SFD,2176.0
G0600710,SFD,2176.0
G0600130,SFD,2663.0
G0600370,MFL,333.0
G0600010,SFD,1690.0
G0600370,SFD,1220.0
G0600750,MFL,617.0
G0600710,SFD,8194.0
G0600730,MFL,853.0
G0600710,SFD,1220.0
G0600370,SFD,1690.0
G0600650,SFD,1220.0
G0600730,SFA,1675.0
G0600130,SFD,1690.0
G0600010,MFL,617.0
G0600370,SFD,885.0
G0600710,SFA,1675.0
G0600750,MFS,1138.0
G0600650,SFD,1690.0
G0600010,SFD,1690.0
G0600010,MFS,1138.0
G0600750,SFD,1690.0
G0600370,SFD,328.0
G0600370,SFD,1220.0
G0600010,SFD,3301.0
G0600730,SFD,1690.0
G0600370,SFD,1690.0
G0600850,MFS,853.0
G0600370,SFD,2176.0
G0600370,SFD,2176.0
G0600650,SFD,1220.0
G0600710,MFS,853.0
G0600730,SFD,1690.0
G0600730,MFS,1138.0
G0600850,SFD,1690.0
G0600730,SFD,2176.0
G0600730,MH,1690.0
G0600730,SFD,885.0
G0600370,SFD,1220.0
G0600850,MFL,853.0
G0600650,MFS,617.0
G0600370,SFD,1690.0
G0600370,SFD,1220.0
G0600370,MFS,1138.0
G0600730,SFD,1220.0
G0600730,MFL,617.0
G0600650,SFD,2176.0
G0600370,MFL,617.0
G0600370,SFD,1220.0
G0600130,SFD,633.0
G0600130,SFD,1690.0
G0600370,MFS,1138.0
G0600370,MFL,853.0
G0600730,SFD,1690.0
G0600710,MFL,617.0
G0600730,SFD,885.0
G0600710,SFD,1220.0
G0600730,SFD,2176.0
G0600370,MFL,617.0
G0600650,SFD,2176.0
G0600370,MFL,617.0
G0600850,SFD,1220.0
G0600370,SFD,1220.0
G0600710,SFD,1690.0
G0600370,MFL,853.0
G0600730,MH,1220.0
G0600650,MFL,1138.0
G0600010,MFL,2590.0
G0600730,SFD,1690.0
G0600370,SFD,328.0
